"TIME","GEO","GEO_LABEL","UNIT","UNIT_LABEL","Value","Flag and Footnotes"
"2015","PL51","Dolnoslaskie","MIO_PPS","Million purchasing power standards (PPS)","64,622.44",""
"2016","PL51","Dolnoslaskie","MIO_PPS","Million purchasing power standards (PPS)","64,145.16",""
"2017","PL51","Dolnoslaskie","MIO_PPS","Million purchasing power standards (PPS)","66,982.25","p"
"2000","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)","15,177.77",""
"2015","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)","16,083.02",""
"2016","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)","15,781.48",""
"2017","PL52","Opolskie","MIO_PPS","Million purchasing power standards (PPS)","16,474.73","p"
"2000","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)","91,812.15",""
"2015","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)","98,496.51",""
"2016","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)","98,969.47",""
"2017","PL6","Makroregion Pólnocny","MIO_PPS","Million purchasing power standards (PPS)","103,112.27","p"
"2000","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)","31,727.16",""
"2015","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)","33,958.06",""
"2016","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)","33,898.29",""
"2017","PL61","Kujawsko-Pomorskie","MIO_PPS","Million purchasing power standards (PPS)","35,218.53","p"
"2000","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)","19,267.25",""
"2015","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)","20,374.45",""
"2016","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)","20,427.43",""
"2017","PL62","Warminsko-Mazurskie","MIO_PPS","Million purchasing power standards (PPS)","21,079.94","p"
"2000","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)","40,817.27",""
"2015","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)","44,163.52",""
"2016","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)","44,643.75",""
"2017","PL63","Pomorskie","MIO_PPS","Million purchasing power standards (PPS)","46,813.79","p"
"2000","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)","61,046.45",""
"2015","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)","64,736.18",""
"2016","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)","64,187.57",""
"2017","PL7","Makroregion Centralny","MIO_PPS","Million purchasing power standards (PPS)","67,016.24","p"
"2000","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)","43,823.47",""
"2015","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)","46,580.87",""
"2016","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)","46,302.85",""
"2017","PL71","Lódzkie","MIO_PPS","Million purchasing power standards (PPS)","48,406.59","p"
"2000","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)","17,222.51",""
"2015","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)","18,155.31",""
"2016","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)","17,884.72",""
"2017","PL72","Swietokrzyskie","MIO_PPS","Million purchasing power standards (PPS)","18,609.65","p"
"2000","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)","72,195.41",""
"2015","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)","76,186.55",""
"2016","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)","75,977.43",""
"2017","PL8","Makroregion Wschodni","MIO_PPS","Million purchasing power standards (PPS)","79,402.15","p"
"2000","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)","27,998.93",""
"2015","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)","29,273.1",""
"2016","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)","29,338.1",""
"2017","PL81","Lubelskie","MIO_PPS","Million purchasing power standards (PPS)","30,618.38","p"
"2000","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)","28,092.53",""
"2015","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)","30,050.56",""
"2016","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)","29,872.18",""
"2017","PL82","Podkarpackie","MIO_PPS","Million purchasing power standards (PPS)","31,024.97","p"
"2000","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)","16,103.95",""
"2015","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)","16,862.89",""
"2016","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)","16,767.62",""
"2017","PL84","Podlaskie","MIO_PPS","Million purchasing power standards (PPS)","17,758.81","p"
"2000","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)","159,334.8",""
"2015","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)","169,966.9",""
"2016","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)","170,599.22",""
"2017","PL9","Makroregion Województwo Mazowieckie","MIO_PPS","Million purchasing power standards (PPS)","179,960.51","p"
"2000","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)","122,115.47",""
"2015","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)","129,765.59",""
"2016","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)","130,499.81",""
"2017","PL91","Warszawski stoleczny","MIO_PPS","Million purchasing power standards (PPS)","137,961.89","p"
"2000","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2001","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2002","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2003","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2004","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2005","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2006","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2007","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2008","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2009","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2010","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2011","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2012","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2013","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)",":",""
"2014","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)","37,219.33",""
"2015","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)","40,201.32",""
"2016","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)","40,099.4",""
"2017","PL92","Mazowiecki regionalny","MIO_PPS","Million purchasing power standards (PPS)","41,998.63","p"
"2000","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","170,294.11",""
"2001","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","175,787.97",""
"2002","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","182,281.15",""
"2003","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","184,914.04",""
"2004","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","190,525.24",""
"2005","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","202,990.97",""
"2006","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","214,759.73",""
"2007","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","223,407.5",""
"2008","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","222,202.87",""
"2009","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","212,743.94",""
"2010","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","220,961.86",""
"2011","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","213,304.57",""
"2012","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","210,222.99",""
"2013","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","214,327.9",""
"2014","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","220,397.58",""
"2015","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","231,030.04",""
"2016","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","233,186.71",""
"2017","PT","Portugal","MIO_PPS","Million purchasing power standards (PPS)","236,774.47",""
"2000","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","163,060.82",""
"2001","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","168,357.29",""
"2002","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","174,243.94",""
"2003","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","176,666.6",""
"2004","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","181,897.59",""
"2005","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","193,697.3",""
"2006","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","204,911.83",""
"2007","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","213,247.81",""
"2008","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","211,929.58",""
"2009","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","202,727.43",""
"2010","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","210,593.03",""
"2011","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","203,250.01",""
"2012","PT1","Continente","MIO_PPS","Million purchasing power standards (PPS)","200,595.14",""
