TIME,TIME_LABEL,GEO,GEO_LABEL,SEX,AGE,UNIT,Value,Flag and Footnotes
1998,1998,BE34,Prov. Luxembourg (BE),Total,Total,Number,243790,
2018,2018,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,243862,
2018,2018,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,243862,
2004,2004,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,243916,
2004,2004,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,243916,
2013,2013,FRY3,Guyane,Total,Total,Number,244118,
2013,2013,FRA3,Guyane (NUTS 2013),Total,Total,Number,244118,
2001,2001,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,244150,
2001,2001,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,244150,
2005,2005,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,244491,
2005,2005,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,244491,
1996,1996,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,244658,
1996,1996,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,244658,
2006,2006,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,245118,
2006,2006,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,245118,
1999,1999,BE34,Prov. Luxembourg (BE),Total,Total,Number,245140,
2017,2017,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,245283,
2017,2017,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,245283,
2007,2007,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,245671,
2007,2007,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,245671,
2016,2016,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,245766,e
2016,2016,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,245766,e
2015,2015,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,246353,e
2015,2015,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,246353,e
2008,2008,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,246373,
2008,2008,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,246373,
1995,1995,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,246505,
1995,1995,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,246505,
2009,2009,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,246670,
2009,2009,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,246670,
2011,2011,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,246757,b
2011,2011,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,246757,b
2000,2000,BE34,Prov. Luxembourg (BE),Total,Total,Number,246820,
2010,2010,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,246900,
2010,2010,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,246900,
2012,2012,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,247194,
2012,2012,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,247194,
2014,2014,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,247440,
2014,2014,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,247440,
2013,2013,PT2,Região Autónoma dos Açores (PT),Total,Total,Number,247549,
2013,2013,PT20,Região Autónoma dos Açores (PT),Total,Total,Number,247549,
2002,2002,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,248012,
2002,2002,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,248012,
1994,1994,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,248570,
1994,1994,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,248570,
2001,2001,BE34,Prov. Luxembourg (BE),Total,Total,Number,248750,
2017,2017,FRA5,Mayotte (NUTS 2013),Total,Total,Number,249154,p
1990,1990,EL42,Notio Aigaio,Total,Total,Number,249156,
1990,1990,FRM,Corse,Total,Total,Number,249645,
1990,1990,FRM0,Corse,Total,Total,Number,249645,
1990,1990,FR83,Corse (NUTS 2013),Total,Total,Number,249645,
2002,2002,BE34,Prov. Luxembourg (BE),Total,Total,Number,250406,
2017,2017,FRY5,Mayotte,Total,Total,Number,250609,
2003,2003,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,251238,
2003,2003,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,251238,
1993,1993,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,251650,
1993,1993,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,251650,
1991,1991,FRM,Corse,Total,Total,Number,251659,
1991,1991,FRM0,Corse,Total,Total,Number,251659,
1991,1991,FR83,Corse (NUTS 2013),Total,Total,Number,251659,
1992,1992,FRM,Corse,Total,Total,Number,251698,
1992,1992,FRM0,Corse,Total,Total,Number,251698,
1992,1992,FR83,Corse (NUTS 2013),Total,Total,Number,251698,
2003,2003,BE34,Prov. Luxembourg (BE),Total,Total,Number,252295,
2014,2014,FRY3,Guyane,Total,Total,Number,252338,
2014,2014,FRA3,Guyane (NUTS 2013),Total,Total,Number,252338,
1992,1992,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,253593,
1992,1992,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,253593,
1993,1993,FRM,Corse,Total,Total,Number,253595,
1993,1993,FRM0,Corse,Total,Total,Number,253595,
1993,1993,FR83,Corse (NUTS 2013),Total,Total,Number,253595,
1994,1994,NL23,Flevoland,Total,Total,Number,253699,
1990,1990,IS,Iceland,Total,Total,Number,253785,
1990,1990,IS0,Ísland,Total,Total,Number,253785,
1990,1990,IS00,Ísland,Total,Total,Number,253785,
2004,2004,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,253925,
2004,2004,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,253925,
2004,2004,BE34,Prov. Luxembourg (BE),Total,Total,Number,254120,
2018,2018,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,254368,
2018,2018,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,254368,
2017,2017,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,254876,
2017,2017,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,254876,
1991,1991,EL42,Notio Aigaio,Total,Total,Number,254971,
1991,1991,IS,Iceland,Total,Total,Number,255866,
1991,1991,IS0,Ísland,Total,Total,Number,255866,
1991,1991,IS00,Ísland,Total,Total,Number,255866,
2005,2005,BE34,Prov. Luxembourg (BE),Total,Total,Number,256004,
2005,2005,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,256316,
2005,2005,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,256316,
2016,2016,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,256424,e
2016,2016,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,256424,e
1991,1991,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,256610,
1991,1991,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,256610,
1994,1994,FRM,Corse,Total,Total,Number,256977,
1994,1994,FRM0,Corse,Total,Total,Number,256977,
1994,1994,FR83,Corse (NUTS 2013),Total,Total,Number,256977,
1995,1995,FRM,Corse,Total,Total,Number,258416,
1995,1995,FRM0,Corse,Total,Total,Number,258416,
1995,1995,FR83,Corse (NUTS 2013),Total,Total,Number,258416,
2006,2006,BE34,Prov. Luxembourg (BE),Total,Total,Number,258547,
2006,2006,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,258628,
2006,2006,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,258628,
2015,2015,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,258686,e
2015,2015,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,258686,e
1997,1997,FRM,Corse,Total,Total,Number,259097,
1997,1997,FRM0,Corse,Total,Total,Number,259097,
1997,1997,FR83,Corse (NUTS 2013),Total,Total,Number,259097,
1996,1996,FRM,Corse,Total,Total,Number,259168,
1996,1996,FRM0,Corse,Total,Total,Number,259168,
1996,1996,FR83,Corse (NUTS 2013),Total,Total,Number,259168,
1998,1998,FRM,Corse,Total,Total,Number,259466,
1998,1998,FRM0,Corse,Total,Total,Number,259466,
1998,1998,FR83,Corse (NUTS 2013),Total,Total,Number,259466,
1992,1992,IS,Iceland,Total,Total,Number,259727,
1992,1992,IS0,Ísland,Total,Total,Number,259727,
1992,1992,IS00,Ísland,Total,Total,Number,259727,
2015,2015,FRY3,Guyane,Total,Total,Number,259865,
2015,2015,FRA3,Guyane (NUTS 2013),Total,Total,Number,259865,p
1999,1999,FRM,Corse,Total,Total,Number,260152,
1999,1999,FRM0,Corse,Total,Total,Number,260152,
1999,1999,FR83,Corse (NUTS 2013),Total,Total,Number,260152,
2018,2018,FRY5,Mayotte,Total,Total,Number,260372,
2007,2007,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,261079,
2007,2007,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,261079,
2007,2007,BE34,Prov. Luxembourg (BE),Total,Total,Number,261178,
2014,2014,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,261313,
2014,2014,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,261313,
1995,1995,NL23,Flevoland,Total,Total,Number,262325,
1993,1993,IS,Iceland,Total,Total,Number,262386,
1993,1993,IS0,Ísland,Total,Total,Number,262386,
1993,1993,IS00,Ísland,Total,Total,Number,262386,
1990,1990,ES23,La Rioja,Total,Total,Number,263021,
2013,2013,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,263091,
2013,2013,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,263091,
1991,1991,ES23,La Rioja,Total,Total,Number,263376,
2008,2008,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,263446,
2008,2008,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,263446,
2008,2008,BE34,Prov. Luxembourg (BE),Total,Total,Number,264084,
2012,2012,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,264236,
2012,2012,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,264236,
1992,1992,ES23,La Rioja,Total,Total,Number,264477,
2000,2000,FRM,Corse,Total,Total,Number,264539,
2000,2000,FRM0,Corse,Total,Total,Number,264539,
2000,2000,FR83,Corse (NUTS 2013),Total,Total,Number,264539,
1994,1994,IS,Iceland,Total,Total,Number,265064,
1994,1994,IS0,Ísland,Total,Total,Number,265064,
1994,1994,IS00,Ísland,Total,Total,Number,265064,
2009,2009,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,265138,
2009,2009,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,265138,
1993,1993,ES23,La Rioja,Total,Total,Number,265665,
1992,1992,EL42,Notio Aigaio,Total,Total,Number,265804,
2010,2010,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,266715,
2010,2010,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,266715,
1994,1994,ES23,La Rioja,Total,Total,Number,266807,
2016,2016,FRA3,Guyane (NUTS 2013),Total,Total,Number,266812,p
2009,2009,BE34,Prov. Luxembourg (BE),Total,Total,Number,266950,
1995,1995,IS,Iceland,Total,Total,Number,266978,
1995,1995,IS0,Ísland,Total,Total,Number,266978,
1995,1995,IS00,Ísland,Total,Total,Number,266978,
1996,1996,IS,Iceland,Total,Total,Number,267958,
1996,1996,IS0,Ísland,Total,Total,Number,267958,
1996,1996,IS00,Ísland,Total,Total,Number,267958,
2011,2011,PT3,Região Autónoma da Madeira (PT),Total,Total,Number,267965,b
2011,2011,PT30,Região Autónoma da Madeira (PT),Total,Total,Number,267965,b
1995,1995,ES23,La Rioja,Total,Total,Number,268055,
2010,2010,BE34,Prov. Luxembourg (BE),Total,Total,Number,269023,
1996,1996,ES23,La Rioja,Total,Total,Number,269078,
2018,2018,EL53,Dytiki Makedonia,Total,Total,Number,269222,
2001,2001,FRM,Corse,Total,Total,Number,269273,
2001,2001,FRM0,Corse,Total,Total,Number,269273,
2001,2001,FR83,Corse (NUTS 2013),Total,Total,Number,269273,
2016,2016,FRY3,Guyane,Total,Total,Number,269352,
1997,1997,IS,Iceland,Total,Total,Number,269874,
1997,1997,IS0,Ísland,Total,Total,Number,269874,
1997,1997,IS00,Ísland,Total,Total,Number,269874,
1997,1997,ES23,La Rioja,Total,Total,Number,270184,
1990,1990,AT11,Burgenland (AT),Total,Total,Number,270670,
1993,1993,EL42,Notio Aigaio,Total,Total,Number,270920,
1998,1998,ES23,La Rioja,Total,Total,Number,271423,
2017,2017,EL53,Dytiki Makedonia,Total,Total,Number,271488,
1991,1991,AT11,Burgenland (AT),Total,Total,Number,271604,
1998,1998,IS,Iceland,Total,Total,Number,272381,
1998,1998,IS0,Ísland,Total,Total,Number,272381,
1998,1998,IS00,Ísland,Total,Total,Number,272381,
1999,1999,ES23,La Rioja,Total,Total,Number,272665,
1996,1996,NL23,Flevoland,Total,Total,Number,272843,
2011,2011,BE34,Prov. Luxembourg (BE),Total,Total,Number,273205,b
2000,2000,ES23,La Rioja,Total,Total,Number,273828,
2016,2016,EL53,Dytiki Makedonia,Total,Total,Number,273843,
2002,2002,FRM,Corse,Total,Total,Number,274093,
2002,2002,FRM0,Corse,Total,Total,Number,274093,
2002,2002,FR83,Corse (NUTS 2013),Total,Total,Number,274093,
2017,2017,FRA3,Guyane (NUTS 2013),Total,Total,Number,274153,p
1992,1992,AT11,Burgenland (AT),Total,Total,Number,274259,
2001,2001,ES23,La Rioja,Total,Total,Number,275313,
1993,1993,AT11,Burgenland (AT),Total,Total,Number,275633,
1999,1999,IS,Iceland,Total,Total,Number,275712,
1999,1999,IS0,Ísland,Total,Total,Number,275712,
1999,1999,IS00,Ísland,Total,Total,Number,275712,
2012,2012,BE34,Prov. Luxembourg (BE),Total,Total,Number,275713,b
1994,1994,EL42,Notio Aigaio,Total,Total,Number,275888,
2001,2001,AT11,Burgenland (AT),Total,Total,Number,275956,
2000,2000,AT11,Burgenland (AT),Total,Total,Number,276226,
1994,1994,AT11,Burgenland (AT),Total,Total,Number,276300,
2015,2015,EL53,Dytiki Makedonia,Total,Total,Number,276423,
2003,2003,AT11,Burgenland (AT),Total,Total,Number,276542,
2002,2002,AT11,Burgenland (AT),Total,Total,Number,276673,
1999,1999,AT11,Burgenland (AT),Total,Total,Number,276732,
2004,2004,AT11,Burgenland (AT),Total,Total,Number,276793,
1998,1998,AT11,Burgenland (AT),Total,Total,Number,277210,
1995,1995,AT11,Burgenland (AT),Total,Total,Number,277529,
1997,1997,AT11,Burgenland (AT),Total,Total,Number,277566,
2013,2013,BE34,Prov. Luxembourg (BE),Total,Total,Number,277690,
1996,1996,AT11,Burgenland (AT),Total,Total,Number,277843,
2002,2002,ES23,La Rioja,Total,Total,Number,277989,
2005,2005,AT11,Burgenland (AT),Total,Total,Number,278033,
2017,2017,FRY3,Guyane,Total,Total,Number,278165,
2014,2014,BE34,Prov. Luxembourg (BE),Total,Total,Number,278219,b
2014,2014,EL53,Dytiki Makedonia,Total,Total,Number,278706,
2003,2003,FRM,Corse,Total,Total,Number,279027,
2003,2003,FRM0,Corse,Total,Total,Number,279027,
2003,2003,FR83,Corse (NUTS 2013),Total,Total,Number,279027,
2000,2000,IS,Iceland,Total,Total,Number,279049,
2000,2000,IS0,Ísland,Total,Total,Number,279049,
2000,2000,IS00,Ísland,Total,Total,Number,279049,
2006,2006,AT11,Burgenland (AT),Total,Total,Number,279128,
2007,2007,AT11,Burgenland (AT),Total,Total,Number,280062,
2015,2015,BE34,Prov. Luxembourg (BE),Total,Total,Number,280261,
1995,1995,EL42,Notio Aigaio,Total,Total,Number,280421,
2008,2008,AT11,Burgenland (AT),Total,Total,Number,280977,
2013,2013,EL53,Dytiki Makedonia,Total,Total,Number,281324,
1997,1997,NL23,Flevoland,Total,Total,Number,281472,
2009,2009,AT11,Burgenland (AT),Total,Total,Number,282777,
2016,2016,BE34,Prov. Luxembourg (BE),Total,Total,Number,283257,
2001,2001,IS,Iceland,Total,Total,Number,283361,
2001,2001,IS0,Ísland,Total,Total,Number,283361,
2001,2001,IS00,Ísland,Total,Total,Number,283361,
2010,2010,AT11,Burgenland (AT),Total,Total,Number,283697,
2004,2004,FRM,Corse,Total,Total,Number,283972,
2004,2004,FRM0,Corse,Total,Total,Number,283972,
2004,2004,FR83,Corse (NUTS 2013),Total,Total,Number,283972,
2012,2012,EL53,Dytiki Makedonia,Total,Total,Number,284061,
2011,2011,AT11,Burgenland (AT),Total,Total,Number,284581,
2003,2003,ES23,La Rioja,Total,Total,Number,284607,
2017,2017,BE34,Prov. Luxembourg (BE),Total,Total,Number,284617,
2018,2018,BE34,Prov. Luxembourg (BE),Total,Total,Number,285010,
2012,2012,AT11,Burgenland (AT),Total,Total,Number,285782,
2011,2011,EL53,Dytiki Makedonia,Total,Total,Number,285899,
2001,2001,EL53,Dytiki Makedonia,Total,Total,Number,286007,
2010,2010,EL53,Dytiki Makedonia,Total,Total,Number,286450,
2002,2002,IS,Iceland,Total,Total,Number,286575,
2002,2002,IS0,Ísland,Total,Total,Number,286575,
2002,2002,IS00,Ísland,Total,Total,Number,286575,
1996,1996,EL42,Notio Aigaio,Total,Total,Number,286632,
2009,2009,EL53,Dytiki Makedonia,Total,Total,Number,286672,
2013,2013,AT11,Burgenland (AT),Total,Total,Number,286691,
2008,2008,EL53,Dytiki Makedonia,Total,Total,Number,286696,
1991,1991,CH07,Ticino,Total,Total,Number,286725,
2007,2007,EL53,Dytiki Makedonia,Total,Total,Number,286855,
2000,2000,EL53,Dytiki Makedonia,Total,Total,Number,287156,
2006,2006,EL53,Dytiki Makedonia,Total,Total,Number,287215,
2014,2014,AT11,Burgenland (AT),Total,Total,Number,287416,
2018,2018,FRY3,Guyane,Total,Total,Number,287504,
2005,2005,EL53,Dytiki Makedonia,Total,Total,Number,287631,
2004,2004,EL53,Dytiki Makedonia,Total,Total,Number,287800,
2002,2002,EL53,Dytiki Makedonia,Total,Total,Number,287813,
2003,2003,EL53,Dytiki Makedonia,Total,Total,Number,288125,
2015,2015,AT11,Burgenland (AT),Total,Total,Number,288356,
2003,2003,IS,Iceland,Total,Total,Number,288471,
2003,2003,IS0,Ísland,Total,Total,Number,288471,
2003,2003,IS00,Ísland,Total,Total,Number,288471,
1999,1999,EL53,Dytiki Makedonia,Total,Total,Number,288888,
2005,2005,FRM,Corse,Total,Total,Number,289092,
2005,2005,FRM0,Corse,Total,Total,Number,289092,
2005,2005,FR83,Corse (NUTS 2013),Total,Total,Number,289092,
1998,1998,EL53,Dytiki Makedonia,Total,Total,Number,289817,
1992,1992,CH07,Ticino,Total,Total,Number,290000,
1997,1997,EL53,Dytiki Makedonia,Total,Total,Number,290252,
2004,2004,IS,Iceland,Total,Total,Number,290570,
2004,2004,IS0,Ísland,Total,Total,Number,290570,
2004,2004,IS00,Ísland,Total,Total,Number,290570,
1991,1991,EL53,Dytiki Makedonia,Total,Total,Number,290700,
2016,2016,AT11,Burgenland (AT),Total,Total,Number,291011,
2004,2004,ES23,La Rioja,Total,Total,Number,291082,
1996,1996,EL53,Dytiki Makedonia,Total,Total,Number,291160,
1995,1995,EL53,Dytiki Makedonia,Total,Total,Number,291394,
1993,1993,EL53,Dytiki Makedonia,Total,Total,Number,291794,
1992,1992,EL53,Dytiki Makedonia,Total,Total,Number,291812,
1994,1994,EL53,Dytiki Makedonia,Total,Total,Number,291857,
2017,2017,AT11,Burgenland (AT),Total,Total,Number,291942,
1997,1997,EL42,Notio Aigaio,Total,Total,Number,292262,
2018,2018,AT11,Burgenland (AT),Total,Total,Number,292675,
1998,1998,NL23,Flevoland,Total,Total,Number,293286,
2005,2005,IS,Iceland,Total,Total,Number,293577,
2005,2005,IS0,Ísland,Total,Total,Number,293577,
2005,2005,IS00,Ísland,Total,Total,Number,293577,
1993,1993,CH07,Ticino,Total,Total,Number,294108,
2006,2006,FRM,Corse,Total,Total,Number,294118,
2006,2006,FRM0,Corse,Total,Total,Number,294118,
2006,2006,FR83,Corse (NUTS 2013),Total,Total,Number,294118,
1998,1998,EL42,Notio Aigaio,Total,Total,Number,297434,
1994,1994,CH07,Ticino,Total,Total,Number,297955,
2005,2005,ES23,La Rioja,Total,Total,Number,298045,
2007,2007,FRM,Corse,Total,Total,Number,299209,
2007,2007,FRM0,Corse,Total,Total,Number,299209,
2007,2007,FR83,Corse (NUTS 2013),Total,Total,Number,299209,
2006,2006,IS,Iceland,Total,Total,Number,299891,
2006,2006,IS0,Ísland,Total,Total,Number,299891,
2006,2006,IS00,Ísland,Total,Total,Number,299891,
1999,1999,EL42,Notio Aigaio,Total,Total,Number,301961,
1995,1995,CH07,Ticino,Total,Total,Number,302131,
2006,2006,ES23,La Rioja,Total,Total,Number,302703,
2008,2008,FRM,Corse,Total,Total,Number,302966,
2008,2008,FRM0,Corse,Total,Total,Number,302966,
2008,2008,FR83,Corse (NUTS 2013),Total,Total,Number,302966,
1997,1997,CH07,Ticino,Total,Total,Number,304830,
1996,1996,CH07,Ticino,Total,Total,Number,305199,
1998,1998,CH07,Ticino,Total,Total,Number,305588,
2009,2009,FRM,Corse,Total,Total,Number,305674,
2009,2009,FRM0,Corse,Total,Total,Number,305674,
2009,2009,FR83,Corse (NUTS 2013),Total,Total,Number,305674,
2000,2000,EL42,Notio Aigaio,Total,Total,Number,305954,
1999,1999,CH07,Ticino,Total,Total,Number,306179,
1999,1999,NL23,Flevoland,Total,Total,Number,306468,
2007,2007,IS,Iceland,Total,Total,Number,307672,
2007,2007,IS0,Ísland,Total,Total,Number,307672,
2007,2007,IS00,Ísland,Total,Total,Number,307672,
2007,2007,ES23,La Rioja,Total,Total,Number,308117,
2018,2018,ITF2,Molise,Total,Total,Number,308493,
2000,2000,CH07,Ticino,Total,Total,Number,308498,
2010,2010,FRM,Corse,Total,Total,Number,309693,
2010,2010,FRM0,Corse,Total,Total,Number,309693,
2010,2010,FR83,Corse (NUTS 2013),Total,Total,Number,309693,
2001,2001,CH07,Ticino,Total,Total,Number,310215,
2017,2017,ITF2,Molise,Total,Total,Number,310449,
2001,2001,EL42,Notio Aigaio,Total,Total,Number,311212,
2016,2016,ITF2,Molise,Total,Total,Number,312027,
2002,2002,CH07,Ticino,Total,Total,Number,312528,
2017,2017,ES23,La Rioja,Total,Total,Number,312624,
2016,2016,ES23,La Rioja,Total,Total,Number,312810,
2018,2018,ES23,La Rioja,Total,Total,Number,312884,
2012,2012,ITF2,Molise,Total,Total,Number,313145,
2013,2013,ITF2,Molise,Total,Total,Number,313341,
2015,2015,ITF2,Molise,Total,Total,Number,313348,
2015,2015,ES23,La Rioja,Total,Total,Number,313569,
2011,2011,ITF2,Molise,Total,Total,Number,314342,
2011,2011,FRM,Corse,Total,Total,Number,314486,
2011,2011,FRM0,Corse,Total,Total,Number,314486,
2011,2011,FR83,Corse (NUTS 2013),Total,Total,Number,314486,
2014,2014,ITF2,Molise,Total,Total,Number,314725,
2014,2014,ES23,La Rioja,Total,Total,Number,315223,
2003,2003,CH07,Ticino,Total,Total,Number,315256,
